Appliance_CPU_Utilization,Appliance_Memory_Utilization,Bandwidth (MB/s),Block Size,Host1_CPU_Utilization,Host1_Memory_Utilization,Host2_CPU_Utilization,Host2_Memory_Utilization,IOPS,Queue Depth/Thread,Read Latency (us),Stat_End_Time,Stat_Start_Time,Test_Name,Threads,Time_date,Timestamp,Timestamp_ms,Type,Write %,Write Latency (us)
43,10,3331.2799999999997,1024,22,2,21.0,2.0,3411235,16,149.516975216,2018-05-09 15:39:59,2018-05-09 15:38:19,Sustained Multi-Threaded Random Read Tests by Block Size,16,Wed May  9 15:40:09 2018,2018-05-09 15:40:09,1525860609015,Rand,0,0.0
40,10,5276.83,2048,18,2,17.0,2.0,2701739,16,188.881416506,2018-05-09 15:42:10,2018-05-09 15:40:30,Sustained Multi-Threaded Random Read Tests by Block Size,16,Wed May  9 15:42:20 2018,2018-05-09 15:42:20,1525860740156,Rand,0,0.0
16,10,4075.37,4096,6,2,5.0,2.0,1043294,16,490.92816828549996,2018-05-09 15:44:21,2018-05-09 15:42:41,Sustained Multi-Threaded Random Read Tests by Block Size,16,Wed May  9 15:44:31 2018,2018-05-09 15:44:31,1525860871263,Rand,0,0.0
12,10,4380.280000000001,8192,3,2,3.0,2.0,560676,16,914.445465677,2018-05-09 15:46:32,2018-05-09 15:44:52,Sustained Multi-Threaded Random Read Tests by Block Size,16,Wed May  9 15:46:42 2018,2018-05-09 15:46:42,1525861002402,Rand,0,0.0
8,10,4396.07,16384,2,2,2.0,2.0,281348,16,1818.9657310799998,2018-05-09 15:48:43,2018-05-09 15:47:03,Sustained Multi-Threaded Random Read Tests by Block Size,16,Wed May  9 15:48:53 2018,2018-05-09 15:48:53,1525861133532,Rand,0,0.0
5,10,4624.24,32768,1,2,1.0,2.0,147976,16,3458.707460365,2018-05-09 15:50:54,2018-05-09 15:49:14,Sustained Multi-Threaded Random Read Tests by Block Size,16,Wed May  9 15:51:04 2018,2018-05-09 15:51:04,1525861264670,Rand,0,0.0
3,10,4584.88,65536,1,2,0.0,2.0,73358,16,6950.949944485,2018-05-09 15:53:11,2018-05-09 15:51:31,Sustained Multi-Threaded Random Read Tests by Block Size,16,Wed May  9 15:53:21 2018,2018-05-09 15:53:21,1525861401203,Rand,0,0.0
2,10,4840.47,131072,0,2,0.0,2.0,38724,16,13235.0632555,2018-05-09 15:55:21,2018-05-09 15:53:41,Sustained Multi-Threaded Random Read Tests by Block Size,16,Wed May  9 15:55:31 2018,2018-05-09 15:55:31,1525861531921,Rand,0,0.0
1,10,33.54,512,0,2,0.0,2.0,68700,1,0.0,2018-05-09 15:57:32,2018-05-09 15:55:52,Sequential Write Tests with Queue Depth=1 by Block Size,1,Wed May  9 15:57:42 2018,2018-05-09 15:57:42,1525861662987,Seq,100,28.6862618555
1,10,65.09,1024,0,2,0.0,2.0,66649,1,0.0,2018-05-09 15:59:44,2018-05-09 15:58:04,Sequential Write Tests with Queue Depth=1 by Block Size,1,Wed May  9 15:59:54 2018,2018-05-09 15:59:54,1525861794118,Seq,100,29.597041776999998
1,10,125.38,2048,0,2,0.0,2.0,64195,1,0.0,2018-05-09 16:01:55,2018-05-09 16:00:15,Sequential Write Tests with Queue Depth=1 by Block Size,1,Wed May  9 16:02:05 2018,2018-05-09 16:02:05,1525861925244,Seq,100,30.732416622499997
1,10,238.64,4096,0,2,0.0,2.0,61092,1,0.0,2018-05-09 16:04:06,2018-05-09 16:02:26,Sequential Write Tests with Queue Depth=1 by Block Size,1,Wed May  9 16:04:16 2018,2018-05-09 16:04:16,1525862056352,Seq,100,32.3025135855
1,10,301.28,8192,0,2,0.0,2.0,38564,1,0.0,2018-05-09 16:06:17,2018-05-09 16:04:37,Sequential Write Tests with Queue Depth=1 by Block Size,1,Wed May  9 16:06:27 2018,2018-05-09 16:06:27,1525862187472,Seq,100,51.0184339205
1,10,527.02,16384,0,2,0.0,2.0,33729,1,0.0,2018-05-09 16:08:28,2018-05-09 16:06:48,Sequential Write Tests with Queue Depth=1 by Block Size,1,Wed May  9 16:08:38 2018,2018-05-09 16:08:38,1525862318616,Seq,100,58.524297549500005
1,10,770.17,32768,0,2,0.0,2.0,24646,1,0.0,2018-05-09 16:10:39,2018-05-09 16:08:59,Sequential Write Tests with Queue Depth=1 by Block Size,1,Wed May  9 16:10:49 2018,2018-05-09 16:10:49,1525862449719,Seq,100,80.21137486
1,10,1118.37,65536,0,2,0.0,2.0,17894,1,0.0,2018-05-09 16:12:50,2018-05-09 16:11:10,Sequential Write Tests with Queue Depth=1 by Block Size,1,Wed May  9 16:13:00 2018,2018-05-09 16:13:00,1525862580842,Seq,100,110.745362601
1,10,1290.8400000000001,131072,0,2,0.0,2.0,10327,1,0.0,2018-05-09 16:15:01,2018-05-09 16:13:21,Sequential Write Tests with Queue Depth=1 by Block Size,1,Wed May  9 16:15:11 2018,2018-05-09 16:15:11,1525862711945,Seq,100,192.20977301
1,10,176.64,4096,0,2,0.0,2.0,45220,1,52.3207153315,2018-05-09 16:17:13,2018-05-09 16:15:33,Sustained 4KB Random mixed 50% Write Tests by Threads,1,Wed May  9 16:17:23 2018,2018-05-09 16:17:23,1525862843063,Rand,50,34.834185393
2,10,346.65999999999997,4096,0,2,0.0,2.0,88744,1,53.805557974,2018-05-09 16:19:24,2018-05-09 16:17:44,Sustained 4KB Random mixed 50% Write Tests by Threads,2,Wed May  9 16:19:34 2018,2018-05-09 16:19:34,1525862974217,Rand,50,35.243395973000005
4,10,647.52,4096,1,2,0.0,2.0,165763,1,58.952639272999996,2018-05-09 16:21:35,2018-05-09 16:19:55,Sustained 4KB Random mixed 50% Write Tests by Threads,4,Wed May  9 16:21:45 2018,2018-05-09 16:21:45,1525863105341,Rand,50,36.410559472
7,10,1204.2199999999998,4096,1,2,1.0,2.0,308281,1,66.75943089399999,2018-05-09 16:23:46,2018-05-09 16:22:06,Sustained 4KB Random mixed 50% Write Tests by Threads,8,Wed May  9 16:23:56 2018,2018-05-09 16:23:56,1525863236452,Rand,50,35.908945067
9,10,2120.98,4096,3,2,3.0,2.0,542969,1,81.178762092,2018-05-09 16:25:57,2018-05-09 16:24:17,Sustained 4KB Random mixed 50% Write Tests by Threads,16,Wed May  9 16:26:07 2018,2018-05-09 16:26:07,1525863367596,Rand,50,35.4555932005
13,10,3543.51,4096,6,2,6.0,2.0,907137,1,103.556223945,2018-05-09 16:28:08,2018-05-09 16:26:28,Sustained 4KB Random mixed 50% Write Tests by Threads,32,Wed May  9 16:28:18 2018,2018-05-09 16:28:18,1525863498716,Rand,50,36.218319431
22,10,5510.639999999999,4096,11,2,11.0,2.0,1410723,1,138.8335213845,2018-05-09 16:30:19,2018-05-09 16:28:39,Sustained 4KB Random mixed 50% Write Tests by Threads,64,Wed May  9 16:30:29 2018,2018-05-09 16:30:29,1525863629869,Rand,50,41.0487923505
1,10,136.73,4096,0,2,0.0,2.0,35003,1,56.39978464699999,2018-05-09 16:32:30,2018-05-09 16:30:50,Sustained 4KB Random Read Tests by Number of Threads,1,Wed May  9 16:32:40 2018,2018-05-09 16:32:40,1525863760925,Rand,0,0.0
2,10,280.01,4096,0,2,0.0,2.0,71682,1,55.3134944345,2018-05-09 16:34:42,2018-05-09 16:33:02,Sustained 4KB Random Read Tests by Number of Threads,2,Wed May  9 16:34:52 2018,2018-05-09 16:34:52,1525863892040,Rand,0,0.0
3,10,540.9200000000001,4096,0,2,0.0,2.0,138476,1,57.1741980365,2018-05-09 16:36:53,2018-05-09 16:35:13,Sustained 4KB Random Read Tests by Number of Threads,4,Wed May  9 16:37:03 2018,2018-05-09 16:37:03,1525864023162,Rand,0,0.0
6,10,1084.31,4096,1,2,1.0,2.0,277583,1,57.065815799000006,2018-05-09 16:39:04,2018-05-09 16:37:24,Sustained 4KB Random Read Tests by Number of Threads,8,Wed May  9 16:39:14 2018,2018-05-09 16:39:14,1525864154286,Rand,0,0.0
10,10,2226.29,4096,3,2,2.0,2.0,569932,1,55.5835646725,2018-05-09 16:41:15,2018-05-09 16:39:35,Sustained 4KB Random Read Tests by Number of Threads,16,Wed May  9 16:41:25 2018,2018-05-09 16:41:25,1525864285417,Rand,0,0.0
17,10,4351.6900000000005,4096,6,2,6.0,2.0,1114031,1,56.84681649550001,2018-05-09 16:43:26,2018-05-09 16:41:46,Sustained 4KB Random Read Tests by Number of Threads,32,Wed May  9 16:43:36 2018,2018-05-09 16:43:36,1525864416551,Rand,0,0.0
32,10,7358.75,4096,15,2,14.0,2.0,1883840,1,67.16694139399999,2018-05-09 16:45:37,2018-05-09 16:43:57,Sustained 4KB Random Read Tests by Number of Threads,64,Wed May  9 16:45:47 2018,2018-05-09 16:45:47,1525864547706,Rand,0,0.0
1,10,233.56,4096,0,2,0.0,2.0,59791,1,0.0,2018-05-09 16:47:48,2018-05-09 16:46:08,Sustained 4KB Random Write Tests by Number of Threads,1,Wed May  9 16:47:58 2018,2018-05-09 16:47:58,1525864678752,Rand,100,32.9977447665
2,10,451.35,4096,0,2,0.0,2.0,115545,1,0.0,2018-05-09 16:49:59,2018-05-09 16:48:19,Sustained 4KB Random Write Tests by Number of Threads,2,Wed May  9 16:50:09 2018,2018-05-09 16:50:09,1525864809855,Rand,100,34.121800076499994
4,10,880.5799999999999,4096,1,2,1.0,2.0,225428,1,0.0,2018-05-09 16:52:10,2018-05-09 16:50:30,Sustained 4KB Random Write Tests by Number of Threads,4,Wed May  9 16:52:20 2018,2018-05-09 16:52:20,1525864940978,Rand,100,34.9779870875
8,10,1758.35,4096,2,2,2.0,2.0,450139,1,0.0,2018-05-09 16:54:22,2018-05-09 16:52:42,Sustained 4KB Random Write Tests by Number of Threads,8,Wed May  9 16:54:32 2018,2018-05-09 16:54:32,1525865072140,Rand,100,34.9745100635
11,10,3503.35,4096,6,2,6.0,2.0,896857,1,0.0,2018-05-09 16:56:33,2018-05-09 16:54:53,Sustained 4KB Random Write Tests by Number of Threads,16,Wed May  9 16:56:43 2018,2018-05-09 16:56:43,1525865203270,Rand,100,34.997262083
22,10,6102.21,4096,13,2,12.0,2.0,1562166,1,0.0,2018-05-09 16:58:44,2018-05-09 16:57:04,Sustained 4KB Random Write Tests by Number of Threads,32,Wed May  9 16:58:54 2018,2018-05-09 16:58:54,1525865334417,Rand,100,40.266275964
32,10,8482.89,4096,22,2,22.0,2.0,2171620,1,0.0,2018-05-09 17:00:55,2018-05-09 16:59:15,Sustained 4KB Random Write Tests by Number of Threads,64,Wed May  9 17:01:05 2018,2018-05-09 17:01:05,1525865465555,Rand,100,58.0541605455
0,10,38.15,4096,0,2,,,9766,1,101.591758009,2018-05-09 17:47:31,2018-05-09 17:45:51,Latency Test Sustained 4KB Random Read Tests by Number of Threads,1,Wed May  9 17:47:41 2018,2018-05-09 17:47:41,1525868261936,Rand,0,0.0
0,10,74.41,4096,0,2,,,19048,1,104.19099259,2018-05-09 17:49:43,2018-05-09 17:48:03,Latency Test Sustained 4KB Random Read Tests by Number of Threads,2,Wed May  9 17:49:53 2018,2018-05-09 17:49:53,1525868393070,Rand,0,0.0
1,10,153.86,4096,0,2,,,39389,1,101.028519409,2018-05-09 17:51:54,2018-05-09 17:50:14,Latency Test Sustained 4KB Random Read Tests by Number of Threads,4,Wed May  9 17:52:04 2018,2018-05-09 17:52:04,1525868524211,Rand,0,0.0
1,10,302.19,4096,0,2,,,77361,1,102.87117327700001,2018-05-09 17:54:05,2018-05-09 17:52:25,Latency Test Sustained 4KB Random Read Tests by Number of Threads,8,Wed May  9 17:54:15 2018,2018-05-09 17:54:15,1525868655339,Rand,0,0.0
3,10,572.24,4096,1,2,,,146493,1,108.63654666,2018-05-09 17:56:16,2018-05-09 17:54:36,Latency Test Sustained 4KB Random Read Tests by Number of Threads,16,Wed May  9 17:56:26 2018,2018-05-09 17:56:26,1525868786458,Rand,0,0.0
5,10,1056.88,4096,3,2,,,270562,1,117.615927295,2018-05-09 17:58:27,2018-05-09 17:56:47,Latency Test Sustained 4KB Random Read Tests by Number of Threads,32,Wed May  9 17:58:37 2018,2018-05-09 17:58:37,1525868917578,Rand,0,0.0
8,10,1777.12,4096,5,2,,,454944,1,139.96462233100002,2018-05-09 18:00:38,2018-05-09 17:58:58,Latency Test Sustained 4KB Random Read Tests by Number of Threads,64,Wed May  9 18:00:48 2018,2018-05-09 18:00:48,1525869048729,Rand,0,0.0
0,10,132.94,4096,0,2,,,34031,1,0.0,2018-05-09 18:02:49,2018-05-09 18:01:09,Latency Test Sustained 4KB Random Write Tests by Number of Threads,1,Wed May  9 18:02:59 2018,2018-05-09 18:02:59,1525869179807,Rand,100,28.927992490999998
0,10,261.09,4096,0,2,,,66840,1,0.0,2018-05-09 18:05:00,2018-05-09 18:03:20,Latency Test Sustained 4KB Random Write Tests by Number of Threads,2,Wed May  9 18:05:10 2018,2018-05-09 18:05:10,1525869310948,Rand,100,29.455339138000003
1,10,479.35,4096,1,2,,,122714,1,0.0,2018-05-09 18:07:12,2018-05-09 18:05:32,Latency Test Sustained 4KB Random Write Tests by Number of Threads,4,Wed May  9 18:07:22 2018,2018-05-09 18:07:22,1525869442063,Rand,100,32.087918625
2,10,674.98,4096,1,2,,,172795,1,0.0,2018-05-09 18:09:23,2018-05-09 18:07:43,Latency Test Sustained 4KB Random Write Tests by Number of Threads,8,Wed May  9 18:09:33 2018,2018-05-09 18:09:33,1525869573192,Rand,100,45.75763133
4,10,808.28,4096,2,2,,,206919,1,0.0,2018-05-09 18:11:34,2018-05-09 18:09:54,Latency Test Sustained 4KB Random Write Tests by Number of Threads,16,Wed May  9 18:11:44 2018,2018-05-09 18:11:44,1525869704335,Rand,100,76.705218466
4,10,861.99,4096,2,2,,,220669,1,0.0,2018-05-09 18:13:45,2018-05-09 18:12:05,Latency Test Sustained 4KB Random Write Tests by Number of Threads,32,Wed May  9 18:13:55 2018,2018-05-09 18:13:55,1525869835456,Rand,100,144.36385284899998
4,10,849.95,4096,2,2,,,217588,1,0.0,2018-05-09 18:15:56,2018-05-09 18:14:16,Latency Test Sustained 4KB Random Write Tests by Number of Threads,64,Wed May  9 18:16:06 2018,2018-05-09 18:16:06,1525869966599,Rand,100,293.429192785
