Appliance_CPU_Utilization,Appliance_Memory_Utilization,Bandwidth (MB/s),Block Size,Host1_CPU_Utilization,Host1_Memory_Utilization,Host2_CPU_Utilization,Host2_Memory_Utilization,IOPS,Queue Depth/Thread,Read Latency (us),Stat_End_Time,Stat_Start_Time,Test_Name,Threads,Time_date,Timestamp,Timestamp_ms,Type,Write %,Write Latency (us)
8,10,1769.23,4096,2,2,2.0,2.0,452925,1,0.0,2018-05-10 19:29:08,2018-05-10 19:27:28,Sustained 4KB Random Write Tests by Number of Threads,8,Thu May 10 19:29:18 2018,2018-05-10 19:29:18,1525960758234,Rand,100,34.76807379
12,10,3565.85,4096,6,2,5.0,2.0,912860,1,0.0,2018-05-10 19:31:19,2018-05-10 19:29:39,Sustained 4KB Random Write Tests by Number of Threads,16,Thu May 10 19:31:29 2018,2018-05-10 19:31:29,1525960889347,Rand,100,34.474523988499996
22,10,6127.98,4096,12,2,12.0,2.0,1568764,1,0.0,2018-05-10 19:33:30,2018-05-10 19:31:50,Sustained 4KB Random Write Tests by Number of Threads,32,Thu May 10 19:33:40 2018,2018-05-10 19:33:40,1525961020476,Rand,100,40.107577750000004
33,10,8518.94,4096,23,2,22.0,2.0,2180850,1,0.0,2018-05-10 19:35:41,2018-05-10 19:34:01,Sustained 4KB Random Write Tests by Number of Threads,64,Thu May 10 19:35:51 2018,2018-05-10 19:35:51,1525961151621,Rand,100,57.7998834985
0,10,37.63,4096,0,2,,,9632,1,102.99954302200001,2018-05-10 20:22:38,2018-05-10 20:20:58,Latency Test Sustained 4KB Random Read Tests by Number of Threads,1,Thu May 10 20:22:48 2018,2018-05-10 20:22:48,1525963968462,Rand,0,0.0
0,10,75.74,4096,0,2,,,19391,1,102.497362072,2018-05-10 20:24:49,2018-05-10 20:23:09,Latency Test Sustained 4KB Random Read Tests by Number of Threads,2,Thu May 10 20:24:59 2018,2018-05-10 20:24:59,1525964099579,Rand,0,0.0
1,10,153.85,4096,0,2,,,39385,1,101.038008529,2018-05-10 20:27:00,2018-05-10 20:25:20,Latency Test Sustained 4KB Random Read Tests by Number of Threads,4,Thu May 10 20:27:10 2018,2018-05-10 20:27:10,1525964230714,Rand,0,0.0
1,10,297.53,4096,0,2,,,76167,1,104.450395419,2018-05-10 20:29:11,2018-05-10 20:27:31,Latency Test Sustained 4KB Random Read Tests by Number of Threads,8,Thu May 10 20:29:21 2018,2018-05-10 20:29:21,1525964361844,Rand,0,0.0
3,10,579.95,4096,1,2,,,148468,1,107.19566218899999,2018-05-10 20:31:22,2018-05-10 20:29:42,Latency Test Sustained 4KB Random Read Tests by Number of Threads,16,Thu May 10 20:31:32 2018,2018-05-10 20:31:32,1525964492993,Rand,0,0.0
5,10,1061.74,4096,2,2,,,271805,1,117.088107305,2018-05-10 20:33:34,2018-05-10 20:31:54,Latency Test Sustained 4KB Random Read Tests by Number of Threads,32,Thu May 10 20:33:44 2018,2018-05-10 20:33:44,1525964624102,Rand,0,0.0
8,10,1796.01,4096,5,2,,,459780,1,138.529783709,2018-05-10 20:35:45,2018-05-10 20:34:05,Latency Test Sustained 4KB Random Read Tests by Number of Threads,64,Thu May 10 20:35:55 2018,2018-05-10 20:35:55,1525964755277,Rand,0,0.0
0,10,131.53,4096,0,2,,,33671,1,0.0,2018-05-10 20:37:56,2018-05-10 20:36:16,Latency Test Sustained 4KB Random Write Tests by Number of Threads,1,Thu May 10 20:38:06 2018,2018-05-10 20:38:06,1525964886341,Rand,100,29.18617271
0,10,260.83,4096,0,2,,,66772,1,0.0,2018-05-10 20:40:07,2018-05-10 20:38:27,Latency Test Sustained 4KB Random Write Tests by Number of Threads,2,Thu May 10 20:40:17 2018,2018-05-10 20:40:17,1525965017461,Rand,100,29.468424865
1,10,479.53,4096,1,2,,,122758,1,0.0,2018-05-10 20:42:18,2018-05-10 20:40:38,Latency Test Sustained 4KB Random Write Tests by Number of Threads,4,Thu May 10 20:42:28 2018,2018-05-10 20:42:28,1525965148604,Rand,100,32.071289754
2,10,677.79,4096,1,2,,,173514,1,0.0,2018-05-10 20:44:29,2018-05-10 20:42:49,Latency Test Sustained 4KB Random Write Tests by Number of Threads,8,Thu May 10 20:44:39 2018,2018-05-10 20:44:39,1525965279726,Rand,100,45.583423973
4,10,817.59,4096,2,2,,,209303,1,0.0,2018-05-10 20:46:40,2018-05-10 20:45:00,Latency Test Sustained 4KB Random Write Tests by Number of Threads,16,Thu May 10 20:46:50 2018,2018-05-10 20:46:50,1525965410829,Rand,100,75.87213568
5,10,857.17,4096,2,2,,,219435,1,0.0,2018-05-10 20:48:51,2018-05-10 20:47:11,Latency Test Sustained 4KB Random Write Tests by Number of Threads,32,Thu May 10 20:49:01 2018,2018-05-10 20:49:01,1525965541939,Rand,100,145.139612603
5,10,861.49,4096,2,2,,,220541,1,0.0,2018-05-10 20:51:03,2018-05-10 20:49:23,Latency Test Sustained 4KB Random Write Tests by Number of Threads,64,Thu May 10 20:51:13 2018,2018-05-10 20:51:13,1525965673044,Rand,100,289.484973761
