Appliance_CPU_Utilization,Appliance_Memory_Utilization,Bandwidth (MB/s),Block Size,Host1_CPU_Utilization,Host1_Memory_Utilization,Host2_CPU_Utilization,Host2_Memory_Utilization,IOPS,Queue Depth/Thread,Read Latency (us),Stat_End_Time,Stat_Start_Time,Test_Name,Threads,Time_date,Timestamp,Timestamp_ms,Type,Write %,Write Latency (us)
5,10,271.15999999999997,512,2,2,2.0,2.0,555349,256,921.64082247,2018-05-18 11:43:05,2018-05-18 11:41:25,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Fri May 18 11:43:15 2018,2018-05-18 11:43:15,1526623995293,Seq,0,0.0
5,10,528.31,1024,2,2,2.0,2.0,540983,256,946.1346762559999,2018-05-18 11:45:16,2018-05-18 11:43:36,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Fri May 18 11:45:26 2018,2018-05-18 11:45:26,1526624126395,Seq,0,0.0
5,10,1078.74,2048,2,2,2.0,2.0,552316,256,926.7075478014999,2018-05-18 11:47:27,2018-05-18 11:45:47,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Fri May 18 11:47:37 2018,2018-05-18 11:47:37,1526624257518,Seq,0,0.0
5,10,2153.56,4096,2,2,2.0,2.0,551309,256,928.4836579995001,2018-05-18 11:49:38,2018-05-18 11:47:58,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Fri May 18 11:49:48 2018,2018-05-18 11:49:48,1526624388640,Seq,0,0.0
6,10,3654.12,8192,2,2,2.0,2.0,467727,256,1094.281541595,2018-05-18 11:51:49,2018-05-18 11:50:09,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Fri May 18 11:51:59 2018,2018-05-18 11:51:59,1526624519758,Seq,0,0.0
6,10,7787.25,16384,2,2,2.0,2.0,498384,256,1028.4443827205,2018-05-18 11:54:00,2018-05-18 11:52:20,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Fri May 18 11:54:10 2018,2018-05-18 11:54:10,1526624650872,Seq,0,0.0
6,10,10711.25,32768,1,2,1.0,2.0,342760,256,1493.639899125,2018-05-18 11:56:11,2018-05-18 11:54:31,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Fri May 18 11:56:21 2018,2018-05-18 11:56:21,1526624781996,Seq,0,0.0
4,10,10753.369999999999,65536,0,2,0.0,2.0,172054,256,2975.4310328600004,2018-05-18 11:58:23,2018-05-18 11:56:43,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Fri May 18 11:58:33 2018,2018-05-18 11:58:33,1526624913111,Seq,0,0.0
3,10,10215.57,131072,0,2,0.0,2.0,81724,256,6266.27153218,2018-05-18 12:00:34,2018-05-18 11:58:54,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Fri May 18 12:00:44 2018,2018-05-18 12:00:44,1526625044242,Seq,0,0.0
44,10,1694.46,512,22,2,21.0,2.0,3470244,16,146.9728241765,2018-05-18 12:02:45,2018-05-18 12:01:05,Sustained Multi-Threaded Random Read Tests by Block Size,16,Fri May 18 12:02:55 2018,2018-05-18 12:02:55,1526625175360,Rand,0,0.0
43,10,3281.8,1024,21,2,21.0,2.0,3360557,16,151.741275855,2018-05-18 12:04:56,2018-05-18 12:03:16,Sustained Multi-Threaded Random Read Tests by Block Size,16,Fri May 18 12:05:06 2018,2018-05-18 12:05:06,1526625306492,Rand,0,0.0
