Appliance_CPU_Utilization,Appliance_Memory_Utilization,Bandwidth (MB/s),Block Size,Host1_CPU_Utilization,Host1_Memory_Utilization,Host2_CPU_Utilization,Host2_Memory_Utilization,IOPS,Queue Depth/Thread,Read Latency (us),Stat_End_Time,Stat_Start_Time,Test_Name,Threads,Time_date,Timestamp,Timestamp_ms,Type,Write %,Write Latency (us)
6,10,265.84000000000003,512,2,2,2.0,2.0,544437,256,940.5108774320001,2018-05-09 21:15:52,2018-05-09 21:14:12,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Wed May  9 21:16:02 2018,2018-05-09 21:16:02,1525880762337,Seq,0,0.0
6,10,532.4100000000001,1024,2,2,2.0,2.0,545185,256,939.3388955089999,2018-05-09 21:18:03,2018-05-09 21:16:23,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Wed May  9 21:18:13 2018,2018-05-09 21:18:13,1525880893472,Seq,0,0.0
5,10,1052.5,2048,2,2,2.0,2.0,538878,256,950.3613219050001,2018-05-09 21:20:14,2018-05-09 21:18:34,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Wed May  9 21:20:24 2018,2018-05-09 21:20:24,1525881024579,Seq,0,0.0
5,10,2141.16,4096,2,2,2.0,2.0,548137,256,933.9138548475,2018-05-09 21:22:25,2018-05-09 21:20:45,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Wed May  9 21:22:35 2018,2018-05-09 21:22:35,1525881155678,Seq,0,0.0
6,10,3863.42,8192,2,2,2.0,2.0,494518,256,1037.8796403675,2018-05-09 21:24:36,2018-05-09 21:22:56,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Wed May  9 21:24:46 2018,2018-05-09 21:24:46,1525881286826,Seq,0,0.0
6,10,7219.08,16384,2,2,2.0,2.0,462021,256,1108.036067215,2018-05-09 21:26:47,2018-05-09 21:25:07,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Wed May  9 21:26:57 2018,2018-05-09 21:26:57,1525881417957,Seq,0,0.0
6,10,10513.869999999999,32768,1,2,1.0,2.0,336444,256,1522.501310245,2018-05-09 21:28:59,2018-05-09 21:27:19,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Wed May  9 21:29:09 2018,2018-05-09 21:29:09,1525881549068,Seq,0,0.0
4,10,10835.06,65536,0,2,0.0,2.0,173361,256,2952.97043007,2018-05-09 21:31:10,2018-05-09 21:29:30,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Wed May  9 21:31:20 2018,2018-05-09 21:31:20,1525881680191,Seq,0,0.0
3,10,9999.7,131072,0,2,0.0,2.0,79997,256,6401.860946965,2018-05-09 21:33:21,2018-05-09 21:31:41,Sustained Multi-Threaded Sequential Read Tests by Block Size,1,Wed May  9 21:33:31 2018,2018-05-09 21:33:31,1525881811298,Seq,0,0.0
42,10,1623.58,512,21,2,20.0,2.0,3325103,16,153.40810266699998,2018-05-09 21:35:32,2018-05-09 21:33:52,Sustained Multi-Threaded Random Read Tests by Block Size,16,Wed May  9 21:35:42 2018,2018-05-09 21:35:42,1525881942436,Rand,0,0.0
