Appliance_CPU_Utilization,Appliance_Memory_Utilization,Bandwidth (MB/s),Block Size,Host1_CPU_Utilization,Host1_Memory_Utilization,Host2_CPU_Utilization,Host2_Memory_Utilization,IOPS,Queue Depth/Thread,Read Latency (us),Stat_End_Time,Stat_Start_Time,Test_Name,Threads,Time_date,Timestamp,Timestamp_ms,Type,Write %,Write Latency (us)
40,10,5275.17,2048,17,2,16.0,2.0,2700887,16,188.967146785,2018-05-08 18:23:54,2018-05-08 18:22:14,Sustained Multi-Threaded Random Read Tests by Block Size,16,Tue May  8 18:24:04 2018,2018-05-08 18:24:04,1525784044030,Rand,0,0.0
15,10,4053.2,4096,6,2,5.0,2.0,1037620,16,493.9051616895,2018-05-08 18:26:05,2018-05-08 18:24:25,Sustained Multi-Threaded Random Read Tests by Block Size,16,Tue May  8 18:26:15 2018,2018-05-08 18:26:15,1525784175151,Rand,0,0.0
12,10,4372.0199999999995,8192,3,2,3.0,2.0,559618,16,922.0177306635001,2018-05-08 18:28:16,2018-05-08 18:26:36,Sustained Multi-Threaded Random Read Tests by Block Size,16,Tue May  8 18:28:26 2018,2018-05-08 18:28:26,1525784306269,Rand,0,0.0
8,10,4328.73,16384,2,2,1.0,2.0,277039,16,1847.34315065,2018-05-08 18:30:27,2018-05-08 18:28:47,Sustained Multi-Threaded Random Read Tests by Block Size,16,Tue May  8 18:30:37 2018,2018-05-08 18:30:37,1525784437401,Rand,0,0.0
5,10,4284.26,32768,1,2,1.0,2.0,137097,16,3734.700328555,2018-05-08 18:32:38,2018-05-08 18:30:58,Sustained Multi-Threaded Random Read Tests by Block Size,16,Tue May  8 18:32:48 2018,2018-05-08 18:32:48,1525784568533,Rand,0,0.0
3,10,4305.3,65536,0,2,1.0,2.0,68885,16,7434.020470235,2018-05-08 18:34:49,2018-05-08 18:33:09,Sustained Multi-Threaded Random Read Tests by Block Size,16,Tue May  8 18:34:59 2018,2018-05-08 18:34:59,1525784699642,Rand,0,0.0
2,10,4363.49,131072,0,2,0.0,2.0,34908,16,14662.34091585,2018-05-08 18:37:00,2018-05-08 18:35:20,Sustained Multi-Threaded Random Read Tests by Block Size,16,Tue May  8 18:37:10 2018,2018-05-08 18:37:10,1525784830764,Rand,0,0.0
1,10,33.28,512,0,2,0.0,2.0,68152,1,0.0,2018-05-08 18:39:11,2018-05-08 18:37:31,Sequential Write Tests with Queue Depth=1 by Block Size,1,Tue May  8 18:39:21 2018,2018-05-08 18:39:21,1525784961804,Seq,100,28.921007281999998
1,10,65.57,1024,0,2,0.0,2.0,67140,1,0.0,2018-05-08 18:41:22,2018-05-08 18:39:42,Sequential Write Tests with Queue Depth=1 by Block Size,1,Tue May  8 18:41:32 2018,2018-05-08 18:41:32,1525785092950,Seq,100,29.3730670775
1,10,126.39,2048,0,2,0.0,2.0,64709,1,0.0,2018-05-08 18:43:34,2018-05-08 18:41:54,Sequential Write Tests with Queue Depth=1 by Block Size,1,Tue May  8 18:43:44 2018,2018-05-08 18:43:44,1525785224044,Seq,100,30.4967586845
1,10,235.36,4096,0,2,0.0,2.0,60252,1,0.0,2018-05-08 18:45:45,2018-05-08 18:44:05,Sequential Write Tests with Queue Depth=1 by Block Size,1,Tue May  8 18:45:55 2018,2018-05-08 18:45:55,1525785355170,Seq,100,32.757317855
1,10,303.56,8192,0,2,0.0,2.0,38855,1,0.0,2018-05-08 18:47:56,2018-05-08 18:46:16,Sequential Write Tests with Queue Depth=1 by Block Size,1,Tue May  8 18:48:06 2018,2018-05-08 18:48:06,1525785486280,Seq,100,50.529233379000004
1,10,503.96000000000004,16384,0,2,0.0,2.0,32253,1,0.0,2018-05-08 18:50:07,2018-05-08 18:48:27,Sequential Write Tests with Queue Depth=1 by Block Size,1,Tue May  8 18:50:17 2018,2018-05-08 18:50:17,1525785617387,Seq,100,61.231893416
1,10,812.0999999999999,32768,0,2,0.0,2.0,25987,1,0.0,2018-05-08 18:52:18,2018-05-08 18:50:38,Sequential Write Tests with Queue Depth=1 by Block Size,1,Tue May  8 18:52:28 2018,2018-05-08 18:52:28,1525785748526,Seq,100,76.304667205
1,10,1160.25,65536,0,2,0.0,2.0,18564,1,0.0,2018-05-08 18:54:29,2018-05-08 18:52:49,Sequential Write Tests with Queue Depth=1 by Block Size,1,Tue May  8 18:54:39 2018,2018-05-08 18:54:39,1525785879645,Seq,100,106.896023824
1,10,1336.9099999999999,131072,0,2,0.0,2.0,10695,1,0.0,2018-05-08 18:56:40,2018-05-08 18:55:00,Sequential Write Tests with Queue Depth=1 by Block Size,1,Tue May  8 18:56:50 2018,2018-05-08 18:56:50,1525786010752,Seq,100,185.6707993525
1,10,179.0,4096,0,2,0.0,2.0,45827,1,51.701640960999995,2018-05-08 18:58:51,2018-05-08 18:57:11,Sustained 4KB Random mixed 50% Write Tests by Threads,1,Tue May  8 18:59:01 2018,2018-05-08 18:59:01,1525786141883,Rand,50,34.3438506245
2,10,352.19,4096,0,2,0.0,2.0,90162,1,53.342959986,2018-05-08 19:01:03,2018-05-08 18:59:23,Sustained 4KB Random mixed 50% Write Tests by Threads,2,Tue May  8 19:01:13 2018,2018-05-08 19:01:13,1525786273023,Rand,50,34.302463161000006
4,10,650.47,4096,1,2,1.0,2.0,166521,1,58.641594365500005,2018-05-08 19:03:14,2018-05-08 19:01:34,Sustained 4KB Random mixed 50% Write Tests by Threads,4,Tue May  8 19:03:24 2018,2018-05-08 19:03:24,1525786404146,Rand,50,36.2732357795
7,10,1206.96,4096,1,2,1.0,2.0,308981,1,66.57872181900001,2018-05-08 19:05:25,2018-05-08 19:03:45,Sustained 4KB Random mixed 50% Write Tests by Threads,8,Tue May  8 19:05:35 2018,2018-05-08 19:05:35,1525786535288,Rand,50,35.8417554535
10,10,2115.79,4096,3,2,3.0,2.0,541641,1,81.2375703325,2018-05-08 19:07:36,2018-05-08 19:05:56,Sustained 4KB Random mixed 50% Write Tests by Threads,16,Tue May  8 19:07:46 2018,2018-05-08 19:07:46,1525786666401,Rand,50,35.7580688635
13,10,3531.74,4096,6,2,6.0,2.0,904125,1,103.55465146150001,2018-05-08 19:09:47,2018-05-08 19:08:07,Sustained 4KB Random mixed 50% Write Tests by Threads,32,Tue May  8 19:09:57 2018,2018-05-08 19:09:57,1525786797548,Rand,50,36.5950415735
22,10,5528.78,4096,11,2,11.0,2.0,1415367,1,138.58052385550002,2018-05-08 19:11:58,2018-05-08 19:10:18,Sustained 4KB Random mixed 50% Write Tests by Threads,64,Tue May  8 19:12:08 2018,2018-05-08 19:12:08,1525786928716,Rand,50,40.706018436
1,10,136.86,4096,0,2,0.0,2.0,35037,1,56.298631478500006,2018-05-08 19:14:09,2018-05-08 19:12:29,Sustained 4KB Random Read Tests by Number of Threads,1,Tue May  8 19:14:19 2018,2018-05-08 19:14:19,1525787059759,Rand,0,0.0
2,10,288.9,4096,0,2,0.0,2.0,73958,1,53.618439604500004,2018-05-08 19:16:20,2018-05-08 19:14:40,Sustained 4KB Random Read Tests by Number of Threads,2,Tue May  8 19:16:30 2018,2018-05-08 19:16:30,1525787190869,Rand,0,0.0
3,10,544.22,4096,0,2,0.0,2.0,139322,1,56.8302949755,2018-05-08 19:18:31,2018-05-08 19:16:51,Sustained 4KB Random Read Tests by Number of Threads,4,Tue May  8 19:18:41 2018,2018-05-08 19:18:41,1525787321961,Rand,0,0.0
6,10,1090.43,4096,1,2,1.0,2.0,279151,1,56.758884924,2018-05-08 19:20:43,2018-05-08 19:19:03,Sustained 4KB Random Read Tests by Number of Threads,8,Tue May  8 19:20:53 2018,2018-05-08 19:20:53,1525787453112,Rand,0,0.0
10,10,2240.8500000000004,4096,3,2,2.0,2.0,573659,1,55.2447472625,2018-05-08 19:22:54,2018-05-08 19:21:14,Sustained 4KB Random Read Tests by Number of Threads,16,Tue May  8 19:23:04 2018,2018-05-08 19:23:04,1525787584261,Rand,0,0.0
17,10,4371.09,4096,6,2,6.0,2.0,1118999,1,56.607838431999994,2018-05-08 19:25:05,2018-05-08 19:23:25,Sustained 4KB Random Read Tests by Number of Threads,32,Tue May  8 19:25:15 2018,2018-05-08 19:25:15,1525787715404,Rand,0,0.0
32,10,7467.2,4096,14,2,14.0,2.0,1911604,1,66.18761863200001,2018-05-08 19:27:16,2018-05-08 19:25:36,Sustained 4KB Random Read Tests by Number of Threads,64,Tue May  8 19:27:26 2018,2018-05-08 19:27:26,1525787846580,Rand,0,0.0
1,10,235.63,4096,0,2,0.0,2.0,60320,1,0.0,2018-05-08 19:29:27,2018-05-08 19:27:47,Sustained 4KB Random Write Tests by Number of Threads,1,Tue May  8 19:29:37 2018,2018-05-08 19:29:37,1525787977616,Rand,100,32.7075772665
2,10,453.15,4096,0,2,0.0,2.0,116006,1,0.0,2018-05-08 19:31:38,2018-05-08 19:29:58,Sustained 4KB Random Write Tests by Number of Threads,2,Tue May  8 19:31:48 2018,2018-05-08 19:31:48,1525788108721,Rand,100,33.9861712415
4,10,884.0,4096,1,2,1.0,2.0,226301,1,0.0,2018-05-08 19:33:49,2018-05-08 19:32:09,Sustained 4KB Random Write Tests by Number of Threads,4,Tue May  8 19:33:59 2018,2018-05-08 19:33:59,1525788239841,Rand,100,34.8196294695
8,10,1751.5500000000002,4096,2,2,2.0,2.0,448397,1,0.0,2018-05-08 19:36:00,2018-05-08 19:34:20,Sustained 4KB Random Write Tests by Number of Threads,8,Tue May  8 19:36:10 2018,2018-05-08 19:36:10,1525788370980,Rand,100,35.1268314115
12,10,3518.75,4096,6,2,6.0,2.0,900801,1,0.0,2018-05-08 19:38:12,2018-05-08 19:36:32,Sustained 4KB Random Write Tests by Number of Threads,16,Tue May  8 19:38:22 2018,2018-05-08 19:38:22,1525788502122,Rand,100,34.879366245499995
22,10,6103.21,4096,12,2,12.0,2.0,1562422,1,0.0,2018-05-08 19:40:23,2018-05-08 19:38:43,Sustained 4KB Random Write Tests by Number of Threads,32,Tue May  8 19:40:33 2018,2018-05-08 19:40:33,1525788633257,Rand,100,40.246652471000004
32,10,8518.73,4096,23,2,22.0,2.0,2180794,1,0.0,2018-05-08 19:42:34,2018-05-08 19:40:54,Sustained 4KB Random Write Tests by Number of Threads,64,Tue May  8 19:42:44 2018,2018-05-08 19:42:44,1525788764432,Rand,100,57.78607873600001
0,10,37.09,4096,0,2,,,9495,1,104.448948734,2018-05-08 20:29:23,2018-05-08 20:27:43,Latency Test Sustained 4KB Random Read Tests by Number of Threads,1,Tue May  8 20:29:33 2018,2018-05-08 20:29:33,1525791573508,Rand,0,0.0
0,10,74.89,4096,0,2,,,19172,1,103.587826645,2018-05-08 20:31:34,2018-05-08 20:29:54,Latency Test Sustained 4KB Random Read Tests by Number of Threads,2,Tue May  8 20:31:44 2018,2018-05-08 20:31:44,1525791704629,Rand,0,0.0
1,10,153.96,4096,0,2,,,39414,1,100.971882368,2018-05-08 20:33:45,2018-05-08 20:32:05,Latency Test Sustained 4KB Random Read Tests by Number of Threads,4,Tue May  8 20:33:55 2018,2018-05-08 20:33:55,1525791835728,Rand,0,0.0
1,10,295.76,4096,0,2,,,75716,1,105.04043871399999,2018-05-08 20:35:56,2018-05-08 20:34:16,Latency Test Sustained 4KB Random Read Tests by Number of Threads,8,Tue May  8 20:36:06 2018,2018-05-08 20:36:06,1525791966881,Rand,0,0.0
3,10,578.54,4096,1,2,,,148106,1,107.450533581,2018-05-08 20:38:07,2018-05-08 20:36:27,Latency Test Sustained 4KB Random Read Tests by Number of Threads,16,Tue May  8 20:38:17 2018,2018-05-08 20:38:17,1525792097993,Rand,0,0.0
5,10,1061.51,4096,2,2,,,271748,1,117.15694817200001,2018-05-08 20:40:19,2018-05-08 20:38:39,Latency Test Sustained 4KB Random Read Tests by Number of Threads,32,Tue May  8 20:40:29 2018,2018-05-08 20:40:29,1525792229118,Rand,0,0.0
8,10,1777.68,4096,5,2,,,455087,1,139.912864847,2018-05-08 20:42:30,2018-05-08 20:40:50,Latency Test Sustained 4KB Random Read Tests by Number of Threads,64,Tue May  8 20:42:40 2018,2018-05-08 20:42:40,1525792360230,Rand,0,0.0
0,10,132.67,4096,0,2,,,33964,1,0.0,2018-05-08 20:44:41,2018-05-08 20:43:01,Latency Test Sustained 4KB Random Write Tests by Number of Threads,1,Tue May  8 20:44:51 2018,2018-05-08 20:44:51,1525792491307,Rand,100,29.001430271999997
0,10,260.39,4096,0,2,,,66660,1,0.0,2018-05-08 20:46:52,2018-05-08 20:45:12,Latency Test Sustained 4KB Random Write Tests by Number of Threads,2,Tue May  8 20:47:02 2018,2018-05-08 20:47:02,1525792622419,Rand,100,29.527975303
1,10,482.5,4096,1,2,,,123521,1,0.0,2018-05-08 20:49:03,2018-05-08 20:47:23,Latency Test Sustained 4KB Random Write Tests by Number of Threads,4,Tue May  8 20:49:13 2018,2018-05-08 20:49:13,1525792753559,Rand,100,31.853469234000002
2,10,675.95,4096,1,2,,,173043,1,0.0,2018-05-08 20:51:14,2018-05-08 20:49:34,Latency Test Sustained 4KB Random Write Tests by Number of Threads,8,Tue May  8 20:51:24 2018,2018-05-08 20:51:24,1525792884698,Rand,100,45.672068271
4,10,812.45,4096,2,2,,,207986,1,0.0,2018-05-08 20:53:25,2018-05-08 20:51:45,Latency Test Sustained 4KB Random Write Tests by Number of Threads,16,Tue May  8 20:53:35 2018,2018-05-08 20:53:35,1525793015822,Rand,100,76.355975163
4,10,858.2,4096,2,2,,,219700,1,0.0,2018-05-08 20:55:36,2018-05-08 20:53:56,Latency Test Sustained 4KB Random Write Tests by Number of Threads,32,Tue May  8 20:55:46 2018,2018-05-08 20:55:46,1525793146937,Rand,100,144.991972546
5,10,850.77,4096,2,2,,,217798,1,0.0,2018-05-08 20:57:48,2018-05-08 20:56:08,Latency Test Sustained 4KB Random Write Tests by Number of Threads,64,Tue May  8 20:57:58 2018,2018-05-08 20:57:58,1525793278087,Rand,100,293.12853986
